Id,SalePrice
1652,96021.54
1653,96160.85
1654,150870.27
1655,140945.38
1656,146994.38
1657,154351.55
1658,148273.38
1659,142717.9
1660,145899.03
1661,448019.75
1662,417467.78
1663,374484.88
1664,459673.7
1665,329970.9
1666,341054.22
1667,366739.84
1668,338437.28
1669,306620.1
1670,342251.34
1671,254552.06
1672,474752.78
1673,291147.22
1674,254006.25
1675,186047.52
1676,193532.39
1677,224260.62
1678,454668.5
1679,402548.4
1680,315038.84
1681,267530.8
1682,300350.34
1683,177729.39
1684,169173.81
1685,177409.12
1686,164940.53
1687,170747.94
1688,181108.67
1689,183688.67
1690,186280.03
1691,178450.31
1692,259464.1
1693,169021.7
1694,189117.88
1695,171912.88
1696,277481.53
1697,173138.39
1698,390875.1
1699,328570.88
1700,256930.22
1701,260982.23
1702,248335.84
1703,250134.78
1704,317647.44
1705,247709.02
1706,474885.4
1707,229470.39
1708,216294.62
1709,293783.44
1710,228512.48
1711,277154.9
1712,215396.3
1713,260787.88
1714,216768.02
1715,207129.81
1716,185704.7
1717,163886.16
1718,132388.7
1719,203840.17
1720,263774.0
1721,162457.02
1722,123164.125
1723,154970.03
1724,206735.89
1725,231497.47
1726,196136.17
1727,164089.25
1728,172183.23
1729,166050.69
1730,170462.27
1731,118242.97
1732,131474.6
1733,118921.82
1734,125802.38
1735,132615.1
1736,115704.55
1737,375693.34
1738,212948.22
1739,269839.94
1740,215871.16
1741,201742.83
1742,171303.03
1743,172191.4
1744,291516.88
1745,240274.34
1746,261006.03
1747,219499.11
1748,218766.33
1749,151438.0
1750,138743.88
1751,231244.48
1752,119659.27
1753,133179.19
1754,207516.56
1755,168135.3
1756,129310.05
1757,123814.32
1758,142402.69
1759,167424.52
1760,157358.92
1761,144783.05
1762,168204.42
1763,172309.22
1764,117384.48
1765,165445.42
1766,175776.56
1767,200471.12
1768,146613.33
1769,156075.2
1770,143661.2
1771,138371.5
1772,142436.3
1773,143561.67
1774,120949.46
1775,139931.52
1776,126344.05
1777,116396.77
1778,140004.2
1779,111925.41
1780,175199.34
1781,132361.92
1782,92467.19
1783,127623.2
1784,103222.15
1785,120847.875
1786,151361.98
1787,168843.45
1788,55495.438
1789,97273.94
1790,82879.24
1791,178126.25
1792,153092.88
1793,130978.81
1794,149359.62
1795,132640.86
1796,124297.93
1797,122097.71
1798,126611.46
1799,120158.83
1800,136398.4
1801,127791.16
1802,145921.22
1803,141540.02
1804,143038.75
1805,134355.94
1806,116434.766
1807,127435.66
1808,122757.08
1809,128629.88
1810,153113.14
1811,100440.66
1812,110039.65
1813,127493.125
1814,93991.13
1815,52849.418
1816,97193.63
1817,123701.72
1818,136277.64
1819,113396.914
1820,58055.113
1821,112464.086
1822,153379.84
1823,45508.836
1824,143812.05
1825,136464.19
1826,98476.664
1827,111925.26
1828,138747.6
1829,111745.195
1830,149075.92
1831,150856.98
1832,83894.9
1833,140095.64
1834,116953.7
1835,140734.67
1836,133402.27
1837,102858.89
1838,122488.31
1839,76365.79
1840,178888.94
1841,156474.36
1842,79398.47
1843,142772.27
1844,144210.39
1845,128842.37
1846,152014.0
1847,156922.81
1848,54993.586
1849,112418.16
1850,120068.484
1851,155251.3
1852,127296.28
1853,135098.0
1854,171356.0
1855,149764.3
1856,223820.08
1857,159236.83
1858,134636.84
1859,115546.79
1860,154275.48
1861,118838.72
1862,261589.48
1863,259661.83
1864,259661.83
1865,324031.1
1866,336649.62
1867,238333.14
1868,316905.8
1869,204319.17
1870,253937.36
1871,256205.22
1872,166349.94
1873,233452.39
1874,141006.56
1875,190708.11
1876,195608.77
1877,211974.34
1878,212111.6
1879,141426.12
1880,136665.25
1881,230937.47
1882,246055.61
1883,205653.62
1884,200880.55
1885,269915.78
1886,296302.38
1887,200272.6
1888,285255.12
1889,151116.83
1890,133409.31
1891,141293.78
1892,100044.56
1893,132853.45
1894,120090.57
1895,140232.75
1896,126765.14
1897,114632.3
1898,105329.875
1899,151922.73
1900,163754.36
1901,179361.97
1902,132540.2
1903,197402.3
1904,150905.72
1905,190540.1
1906,155255.97
1907,198362.86
1908,116132.18
1909,138877.61
1910,121997.945
1911,207189.98
1912,280062.7
1913,151195.75
1914,58891.816
1915,332183.47
1916,71889.016
1917,249724.73
1918,142168.39
1919,166649.8
1920,145875.44
1921,455827.53
1922,309771.25
1923,219026.75
1924,247504.7
1925,226388.23
1926,379182.38
1927,141326.03
1928,156703.17
1929,130804.39
1930,133204.2
1931,137322.94
1932,136887.83
1933,171552.98
1934,181038.84
1935,180016.14
1936,190818.55
1937,180690.03
1938,169523.83
1939,262071.06
1940,201709.08
1941,174338.03
1942,195534.14
1943,200351.77
1944,341574.4
1945,390206.94
1946,170471.55
1947,335514.75
1948,178427.48
1949,252660.75
1950,180102.8
1951,264972.97
1952,250223.78
1953,172299.38
1954,183420.83
1955,129095.98
1956,280671.1
1957,150304.95
1958,306944.7
1959,128706.586
1960,105276.4
1961,119646.98
1962,93961.27
1963,102184.68
1964,110697.17
1965,152011.48
1966,148497.69
1967,310594.25
1968,438650.3
1969,391633.84
1970,464164.34
1971,497982.56
1972,359251.88
1973,264991.38
1974,319096.97
1975,474480.72
1976,275457.22
1977,374640.4
1978,380672.25
1979,327028.1
1980,197730.39
1981,328052.16
1982,251354.47
1983,233646.4
1984,174166.81
1985,217637.36
1986,200686.08
1987,187450.9
1988,177948.66
1989,187693.27
1990,220593.22
1991,242389.05
1992,216600.92
1993,166921.84
1994,224873.28
1995,176151.73
1996,232755.05
1997,321796.1
1998,335831.6
1999,254594.6
2000,303874.9
2001,265767.94
2002,227728.84
2003,235422.03
2004,260346.33
2005,233964.61
2006,227426.53
2007,251415.33
2008,220591.34
2009,194945.53
2010,176944.47
2011,136987.7
2012,174744.2
2013,182889.22
2014,185751.22
2015,195590.39
2016,193857.75
2017,202405.22
2018,120301.914
2019,133834.14
2020,112195.06
2021,117262.48
2022,174054.19
2023,138375.11
2024,228696.62
2025,415434.28
2026,173340.38
2027,149562.05
2028,145665.19
2029,175518.56
2030,274588.0
2031,266063.9
2032,274068.28
2033,259227.78
2034,162484.16
2035,213957.0
2036,177339.81
2037,191070.53
2038,315358.66
2039,212186.98
2040,386942.94
2041,273478.06
2042,206612.92
2043,170756.88
2044,173862.14
2045,224935.95
2046,132861.0
2047,149281.22
2048,136102.98
2049,131781.67
2050,178871.45
2051,104172.48
2052,131941.95
2053,149548.77
2054,86090.11
2055,156881.94
2056,132021.81
2057,123221.31
2058,234980.03
2059,123420.52
2060,175712.02
2061,180354.95
2062,135136.83
2063,117908.79
2064,143456.0
2065,123579.45
2066,169132.16
2067,112478.52
2068,121827.05
2069,81890.51
2070,112580.57
2071,91204.84
2072,130854.14
2073,136590.44
2074,182603.02
2075,146727.47
2076,127055.98
2077,157286.8
2078,129696.69
2079,121319.05
2080,116740.04
2081,116027.5
2082,144092.42
2083,145438.75
2084,110971.61
2085,127297.58
2086,118745.414
2087,114740.66
2088,104643.52
2089,77804.95
2090,134819.44
2091,123551.78
2092,131439.97
2093,124890.5
2094,132422.62
2095,145597.89
2096,72544.47
2097,98746.414
2098,147002.98
2099,57366.688
2100,96875.63
2101,121640.98
2102,128218.41
2103,102464.96
2104,128633.86
2105,129756.625
2106,69691.48
2107,227366.45
2108,119219.15
2109,113690.305
2110,132097.11
2111,150058.05
2112,139376.6
2113,129953.54
2114,104238.43
2115,159935.2
2116,112668.77
2117,155536.78
2118,121415.3
2119,102780.58
2120,105460.73
2121,115967.516
2122,115410.08
2123,80157.42
2124,158864.2
2125,119498.41
2126,166542.42
2127,165885.36
2128,131446.48
2129,106055.77
2130,146577.47
2131,164722.48
2132,116471.63
2133,112437.84
2134,124329.49
2135,105248.17
2136,83306.07
2137,121652.06
2138,140057.48
2139,149538.08
2140,140471.98
2141,140826.1
2142,137393.33
2143,145876.55
2144,118784.71
2145,140270.0
2146,154803.55
2147,141130.4
2148,130694.54
2149,143176.02
2150,230134.08
2151,125629.85
2152,165549.38
2153,163750.8
2154,108179.695
2155,127555.02
2156,238025.23
2157,241528.52
2158,244532.34
2159,213892.1
2160,169110.12
2161,249763.6
2162,426850.03
2163,336328.72
2164,256666.69
2165,182999.53
2166,146276.06
2167,210896.12
2168,211774.23
2169,193355.89
2170,225913.08
2171,145413.86
2172,145502.62
2173,161389.12
2174,234928.77
2175,301541.5
2176,306324.56
2177,249746.86
2178,222484.53
2179,145250.75
2180,201196.27
2181,188257.44
2182,233635.06
2183,191356.62
2184,134126.06
2185,122698.36
2186,142017.44
2187,150115.23
2188,155950.16
2189,214759.12
2190,82048.78
2191,81397.43
2192,92346.266
2193,99931.734
2194,102240.445
2195,105740.086
2196,110412.914
2197,120126.14
2198,153983.16
2199,183955.45
2200,146330.64
2201,141733.34
2202,217043.11
2203,159461.52
2204,186317.73
2205,120068.45
2206,142159.0
2207,231348.89
2208,240165.69
2209,202286.36
2210,125797.23
2211,112063.766
2212,113559.55
2213,105947.28
2214,132768.31
2215,101381.35
2216,153563.08
2217,90900.484
2218,74140.48
2219,67027.45
2220,69196.016
2221,332261.5
2222,258970.38
2223,264940.72
2224,205152.88
2225,130051.86
2226,178501.31
2227,192388.38
2228,274952.88
2229,232121.66
2230,170120.03
2231,204855.9
2232,176965.27
2233,165290.03
2234,274423.7
2235,207890.47
2236,297504.66
2237,363906.38
2238,201661.92
2239,125446.875
2240,146821.42
2241,159090.83
2242,126000.38
2243,120019.04
2244,97027.6
2245,96203.375
2246,153211.73
2247,107772.41
2248,127923.77
2249,124337.22
2250,131703.97
2251,125612.28
2252,169821.89
2253,161671.39
2254,176171.55
2255,199231.31
2256,175649.53
2257,191060.33
2258,166601.95
2259,176836.2
2260,157827.28
2261,179709.1
2262,205372.94
2263,335009.38
2264,431265.78
2265,177879.8
2266,314598.66
2267,417429.78
2268,385153.1
2269,160726.12
2270,185301.92
2271,245299.81
2272,202228.58
2273,170014.25
2274,175502.11
2275,158512.7
2276,188189.77
2277,184958.95
2278,157535.58
2279,123335.516
2280,113185.89
2281,176170.78
2282,183269.14
2283,97706.75
2284,110539.62
2285,146091.92
2286,124371.34
2287,341579.66
2288,268419.97
2289,389902.47
2290,454723.1
2291,318481.34
2292,439168.25
2293,452353.0
2294,382870.0
2295,428862.38
2296,306297.75
2297,310394.6
2298,333195.62
2299,448321.6
2300,332300.0
2301,271795.4
2302,231566.48
2303,245050.42
2304,237432.38
2305,184147.72
2306,184130.38
2307,191441.7
2308,209520.62
2309,290677.9
2310,234219.86
2311,182526.02
2312,170285.23
2313,175801.77
2314,168120.2
2315,176474.27
2316,180719.16
2317,184424.95
2318,177588.56
2319,175920.38
2320,193678.72
2321,257419.11
2322,163028.97
2323,179394.64
2324,166559.31
2325,214466.1
2326,168179.36
2327,219872.8
2328,237863.9
2329,185805.02
2330,174627.44
2331,357629.6
2332,417159.84
2333,301003.9
2334,268693.7
2335,263628.66
2336,321050.7
2337,210181.86
2338,290386.03
2339,234573.1
2340,378182.75
2341,206744.84
2342,245773.6
2343,221092.77
2344,241015.06
2345,229960.61
2346,217235.25
2347,198039.19
2348,239303.56
2349,157136.22
2350,273127.66
2351,240020.88
2352,247030.48
2353,240908.86
2354,126629.77
2355,151936.27
2356,151201.7
2357,196244.8
2358,196325.44
2359,125779.32
2360,120778.12
2361,137553.78
2362,276750.03
2363,143158.67
2364,162228.34
2365,245740.55
2366,187463.48
2367,205032.08
2368,205271.03
2369,208324.86
2370,177376.69
2371,176191.92
2372,185310.28
2373,244212.23
2374,308459.7
2375,258542.52
2376,289824.75
2377,367829.16
2378,135585.72
2379,181520.86
2380,140907.84
2381,156348.62
2382,189531.61
2383,204897.4
2384,252517.58
2385,157410.05
2386,134434.33
2387,141079.44
2388,93270.01
2389,127234.945
2390,140877.42
2391,144644.83
2392,118519.375
2393,159938.22
2394,145335.92
2395,207304.9
2396,147387.27
2397,210648.22
2398,120896.98
2399,48578.3
2400,53641.926
2401,116731.49
2402,135172.6
2403,123345.1
2404,147831.61
2405,172032.47
2406,137636.1
2407,131316.77
2408,143081.06
2409,123928.95
2410,168173.27
2411,123714.79
2412,161896.28
2413,138300.52
2414,138896.3
2415,119575.68
2416,129405.8
2417,133823.61
2418,126039.164
2419,130203.81
2420,125756.57
2421,152467.08
2422,120019.31
2423,120474.75
2424,158689.53
2425,187678.33
2426,124885.86
2427,135534.3
2428,176800.1
2429,122868.375
2430,129243.914
2431,96603.336
2432,141737.17
2433,144864.56
2434,140627.73
2435,144512.7
2436,109807.125
2437,114330.98
2438,122975.5
2439,104493.38
2440,117160.195
2441,98795.664
2442,94983.64
2443,116577.73
2444,130975.555
2445,80749.5
2446,128591.87
2447,208578.27
2448,136948.97
2449,109771.516
2450,155336.48
2451,131441.9
2452,201705.66
2453,92331.336
2454,131745.86
2455,110352.89
2456,140157.1
2457,125453.05
2458,111653.04
2459,110445.91
2460,142427.81
2461,126055.76
2462,146314.62
2463,127996.86
2464,171354.78
2465,134529.69
2466,109909.41
2467,151215.72
2468,75867.984
2469,73426.56
2470,170414.5
2471,190856.17
2472,176856.48
2473,116022.96
2474,94704.58
2475,234348.92
2476,119581.47
2477,133119.55
2478,155095.33
2479,105194.875
2480,147979.9
2481,127144.01
2482,136206.08
2483,114631.31
2484,127693.41
2485,131812.61
2486,157455.45
2487,175222.69
2488,159340.42
2489,139281.69
2490,160303.0
2491,84861.164
2492,184072.31
2493,137747.05
2494,156727.25
2495,74539.34
2496,231232.47
2497,148107.55
2498,105855.445
2499,93308.125
2500,132167.67
2501,136271.86
2502,142740.88
2503,96177.88
2504,200308.33
2505,227674.53
2506,257640.72
2507,306607.72
2508,256341.83
2509,217712.05
2510,227713.98
2511,176360.25
2512,211421.19
2513,217891.45
2514,232507.84
2515,155186.17
2516,165722.84
2517,139057.28
2518,147247.67
2519,220330.14
2520,205371.03
2521,186126.08
2522,219243.92
2523,123094.8
2524,140599.0
2525,148032.44
2526,142534.06
2527,112110.13
2528,126181.586
2529,131879.52
2530,124599.36
2531,216239.9
2532,218247.12
2533,202585.78
2534,237617.88
2535,323914.88
2536,240534.16
2537,228627.17
2538,184660.94
2539,182606.19
2540,173484.69
2541,181001.19
2542,160197.73
2543,126182.81
2544,130877.32
2545,128828.24
2546,125758.14
2547,134701.14
2548,148684.77
2549,167121.2
2550,231050.39
2551,144887.95
2552,120688.9
2553,73602.15
2554,111893.42
2555,116788.97
2556,99850.09
2557,110726.42
2558,170795.88
2559,136742.4
2560,140449.88
2561,148276.45
2562,139249.14
2563,162318.0
2564,183983.95
2565,126150.92
2566,162403.0
2567,133469.27
2568,197871.47
2569,200359.19
2570,124592.55
2571,177259.39
2572,181167.45
2573,229428.45
2574,311807.12
2575,134378.36
2576,122553.484
2577,177101.45
2578,90636.2
2579,77221.625
2580,109442.266
2581,126961.61
2582,109749.42
2583,273963.34
2584,154515.5
2585,176111.83
2586,200518.08
2587,191914.36
2588,163111.2
2589,148537.66
2590,220093.39
2591,215994.64
2592,214280.22
2593,260778.92
2594,178975.6
2595,200869.77
2596,355593.47
2597,182191.16
2598,282515.34
2599,321523.22
2600,149492.45
2601,142269.0
2602,79281.664
2603,94265.14
2604,80665.31
2605,69165.29
2606,144760.0
2607,185676.22
2608,202734.27
2609,166730.25
2610,114064.945
2611,128803.8
2612,147609.69
2613,128861.74
2614,129769.64
2615,150461.81
2616,139320.86
2617,164921.88
2618,189336.28
2619,205023.11
2620,193357.38
2621,181633.03
2622,180694.0
2623,249163.61
2624,284367.62
2625,315442.22
2626,168254.17
2627,168041.36
2628,436577.97
2629,579392.06
2630,358305.8
2631,450075.4
2632,447746.62
2633,337164.78
2634,379564.3
2635,154189.3
2636,175029.34
2637,175846.16
2638,261247.55
2639,190898.16
2640,154715.12
2641,112589.29
2642,191856.94
2643,109259.0
2644,125276.89
2645,101052.984
2646,96371.016
2647,98593.5
2648,138266.83
2649,150121.38
2650,136784.64
2651,146022.33
2652,432264.06
2653,255953.88
2654,244885.48
2655,331286.56
2656,305686.94
2657,332616.6
2658,276135.53
2659,314676.44
2660,327247.1
2661,306388.28
2662,333536.66
2663,272594.25
2664,283135.9
2665,309337.72
2666,288915.34
2667,168186.27
2668,178956.6
2669,178180.06
2670,280480.22
2671,178640.3
2672,176486.7
2673,207910.08
2674,199325.03
2675,173721.31
2676,182896.81
2677,197851.44
2678,262657.44
2679,284167.47
2680,283051.38
2681,413013.34
2682,335522.34
2683,486225.25
2684,308544.0
2685,369010.5
2686,266284.56
2687,342327.28
2688,221324.61
2689,214982.97
2690,496014.47
2691,193378.2
2692,128287.14
2693,184856.6
2694,120826.914
2695,181277.36
2696,178666.9
2697,185702.3
2698,197269.16
2699,175546.47
2700,157833.36
2701,141637.47
2702,115232.32
2703,130316.79
2704,138225.2
2705,122697.51
2706,121129.44
2707,126255.87
2708,138284.89
2709,115833.055
2710,123592.97
2711,306673.4
2712,375011.97
2713,175784.36
2714,147367.34
2715,169688.4
2716,146933.61
2717,185190.75
2718,233388.17
2719,155134.98
2720,151844.61
2721,140352.25
2722,167886.95
2723,147468.77
2724,130497.57
2725,135861.27
2726,145400.0
2727,186961.11
2728,171513.31
2729,146030.14
2730,146683.22
2731,120191.87
2732,118721.31
2733,157961.55
2734,132555.48
2735,136902.84
2736,142986.64
2737,124029.914
2738,125710.586
2739,157621.14
2740,144778.83
2741,150154.89
2742,157610.64
2743,150192.06
2744,152071.39
2745,148106.53
2746,141292.97
2747,160627.94
2748,120312.586
2749,132371.14
2750,141953.28
2751,131698.61
2752,207258.95
2753,155092.5
2754,202826.48
2755,119759.17
2756,104559.54
2757,75587.78
2758,83718.41
2759,164876.7
2760,134971.55
2761,145480.2
2762,148397.34
2763,185204.38
2764,158873.61
2765,258536.14
2766,141149.73
2767,90515.85
2768,127374.805
2769,122498.03
2770,141525.19
2771,116645.266
2772,121869.86
2773,154058.17
2774,141683.25
2775,123710.11
2776,144061.38
2777,141661.8
2778,125399.9
2779,123333.93
2780,106155.484
2781,97325.01
2782,90871.734
2783,110238.49
2784,126534.56
2785,135563.22
2786,64358.95
2787,110135.37
2788,75945.41
2789,194133.95
2790,90321.58
2791,113954.34
2792,53167.63
2793,174421.6
2794,105745.1
2795,126492.984
2796,103450.93
2797,212170.45
2798,124122.62
2799,128384.04
2800,71478.03
2801,113474.46
2802,136269.77
2803,147917.31
2804,137719.58
2805,92518.805
2806,75483.375
2807,145753.88
2808,151360.61
2809,137961.11
2810,137858.5
2811,158608.64
2812,144273.86
2813,147449.44
2814,147548.92
2815,109281.586
2816,263013.1
2817,149716.14
2818,133727.58
2819,166751.16
2820,126709.12
2821,111193.125
2822,188082.19
2823,252794.67
2824,185984.25
2825,155135.64
2826,124983.98
2827,130717.27
2828,226984.23
2829,179454.67
2830,217545.05
2831,190312.5
2832,238367.61
2833,286769.3
2834,216474.47
2835,220046.55
2836,193347.7
2837,163697.61
2838,140283.0
2839,172414.78
2840,194501.47
2841,209497.9
2842,220592.2
2843,152172.23
2844,154380.89
2845,120496.2
2846,211967.39
2847,191193.38
2848,213299.12
2849,209906.66
2850,259800.11
2851,234565.53
2852,216138.78
2853,244631.86
2854,138523.8
2855,200346.67
2856,209267.33
2857,187946.69
2858,197420.25
2859,130517.086
2860,127763.03
2861,121599.1
2862,190499.48
2863,127046.44
2864,253785.23
2865,139240.03
2866,133646.34
2867,92848.24
2868,94476.836
2869,115290.11
2870,139794.89
2871,100776.555
2872,53211.938
2873,103790.09
2874,133519.81
2875,119423.93
2876,153211.42
2877,144252.0
2878,187430.78
2879,142475.84
2880,97456.38
2881,152336.05
2882,172606.6
2883,177030.69
2884,186875.55
2885,207934.1
2886,214067.92
2887,94681.71
2888,130469.76
2889,53319.78
2890,80176.03
2891,132249.4
2892,50893.8
2893,92428.16
2894,47561.22
2895,319680.84
2896,277566.06
2897,209811.81
2898,151890.34
2899,221020.12
2900,163841.84
2901,209924.31
2902,184421.38
2903,353029.53
2904,341964.22
2905,103851.734
2906,192715.17
2907,116762.5
2908,133934.62
2909,137524.3
2910,78270.836
2911,78396.4
2912,147365.67
2913,76959.734
2914,69459.17
2915,79603.16
2916,77826.48
2917,160820.9
2918,108752.95
2919,209225.56
