,id,sales
423,3001311,105.543465
424,3001312,493.48813
425,3001313,194.10925
426,3001314,2264.9407
427,3001315,314.88202
428,3001316,105.543465
429,3001317,148.83563
430,3001318,147.60019
431,3001319,187.868
432,3001320,2544.6472
433,3001321,146.97266
434,3001322,550.03827
435,3001323,148.83563
436,3001324,1357.5596
437,3001325,769.2621
438,3001326,354.0172
439,3001327,251.11887
440,3001328,231.87186
441,3001329,3959.2727
442,3001330,155.92079
443,3001331,149.45593
444,3001332,219.34973
445,3001333,127.75911
446,3001334,149.19351
447,3001335,362.12988
448,3001336,148.83563
449,3001337,282.88278
450,3001338,229.62381
451,3001339,215.99127
452,3001340,148.83563
453,3001341,313.62546
454,3001342,391.8689
455,3001343,148.21263
456,3001344,196.89154
457,3001345,287.49805
458,3001346,213.23717
459,3001347,2361.8909
460,3001348,202.06184
461,3001349,148.83563
462,3001350,135.15717
463,3001351,135.15717
464,3001352,154.28899
465,3001353,1361.6715
466,3001354,135.15717
467,3001355,331.20856
468,3001356,135.15717
469,3001357,772.006
470,3001358,693.55054
471,3001359,308.79907
472,3001360,214.12337
473,3001361,179.91522
474,3001362,2610.848
475,3001363,142.24232
476,3001364,135.77747
477,3001365,167.39311
478,3001366,187.70854
479,3001367,135.51505
480,3001368,281.79633
481,3001369,135.15717
482,3001370,216.16547
483,3001371,177.52168
484,3001372,149.27397
485,3001373,135.15717
486,3001374,272.6032
487,3001375,322.2949
488,3001376,134.53416
489,3001377,135.15717
490,3001378,257.60214
491,3001379,147.6453
492,3001380,3352.2153
493,3001381,153.5082
494,3001382,135.15717
495,3001383,157.42557
496,3001384,156.19014
497,3001385,64.47525
498,3001386,1950.3323
499,3001387,155.5626
500,3001388,495.97943
501,3001389,157.42557
502,3001390,809.67236
503,3001391,518.0111
504,3001392,212.1504
505,3001393,191.04845
506,3001394,180.30473
507,3001395,2105.2402
508,3001396,164.51074
509,3001397,158.04587
510,3001398,95.95696
511,3001399,29.525589
512,3001400,157.78346
513,3001401,241.51544
514,3001402,157.42557
515,3001403,184.64923
516,3001404,131.3903
517,3001405,117.75775
518,3001406,157.42557
519,3001407,701.81067
520,3001408,308.20654
521,3001409,156.80257
522,3001410,157.42557
523,3001411,393.35324
524,3001412,225.40802
525,3001413,1578.8396
526,3001414,103.82832
527,3001415,157.42557
528,3001416,243.8259
529,3001417,242.59045
530,3001418,307.29504
531,3001419,3425.2075
532,3001420,241.96292
533,3001421,841.3325
534,3001422,243.8259
535,3001423,1127.6619
536,3001424,1448.6051
537,3001425,455.1715
538,3001426,387.25928
539,3001427,361.68246
540,3001428,4203.31
541,3001429,250.91107
542,3001430,223.7904
543,3001431,338.7768
544,3001432,310.09882
545,3001433,222.17528
546,3001434,490.31992
547,3001435,243.8259
548,3001436,465.22238
549,3001437,411.9635
550,3001438,384.37335
551,3001439,243.8259
552,3001440,437.50247
553,3001441,533.9977
554,3001442,243.20288
555,3001443,243.8259
556,3001444,559.6256
557,3001445,296.63425
558,3001446,6179.9106
559,3001447,384.40143
560,3001448,243.8259
561,3001449,150.18402
562,3001450,148.94858
563,3001451,104.78916
564,3001452,2418.6694
565,3001453,148.32104
566,3001454,529.7197
567,3001455,150.18402
568,3001456,580.2361
569,3001457,878.88794
570,3001458,272.46207
571,3001459,230.90706
572,3001460,211.41684
573,3001461,2065.1018
574,3001462,157.26918
575,3001463,150.80432
576,3001464,136.2709
577,3001465,67.07258
578,3001466,150.5419
579,3001467,251.00175
580,3001468,150.18402
581,3001469,222.19629
582,3001470,171.7042
583,3001471,238.76236
584,3001472,150.18402
585,3001473,343.8606
586,3001474,293.53595
587,3001475,149.56102
588,3001476,150.18402
589,3001477,348.5289
590,3001478,215.08617
591,3001479,3825.4802
592,3001480,141.3753
593,3001481,150.18402
594,3001482,151.36874
595,3001483,150.13332
596,3001484,75.250755
597,3001485,988.92346
598,3001486,149.50578
599,3001487,326.5747
600,3001488,151.36874
601,3001489,573.77
602,3001490,595.99756
603,3001491,98.04874
604,3001492,197.18016
605,3001493,201.3976
606,3001494,1779.3265
607,3001495,158.45392
608,3001496,151.98904
609,3001497,106.732506
610,3001498,40.310867
611,3001499,151.72664
612,3001500,126.37308
613,3001501,151.36874
614,3001502,80.820915
615,3001503,142.16583
616,3001504,13.929428
617,3001505,151.36874
618,3001506,392.62482
619,3001507,221.28244
620,3001508,150.74576
621,3001509,151.36874
622,3001510,278.98102
623,3001511,195.15053
624,3001512,3349.0745
625,3001513,0.0
626,3001514,151.36874
627,3001515,178.9096
628,3001516,177.67416
629,3001517,198.76729
630,3001518,2736.627
631,3001519,177.04663
632,3001520,728.5221
633,3001521,178.9096
634,3001522,1027.7191
635,3001523,1089.1497
636,3001524,365.85962
637,3001525,295.45062
638,3001526,275.96042
639,3001527,3665.1257
640,3001528,185.99478
641,3001529,179.5299
642,3001530,230.24905
643,3001531,163.81761
644,3001532,179.26749
645,3001533,360.57855
646,3001534,178.9096
647,3001535,318.94122
648,3001536,265.68228
649,3001537,252.04973
650,3001538,178.9096
651,3001539,372.58615
652,3001540,398.37177
653,3001541,178.2866
654,3001542,178.9096
655,3001543,459.1476
656,3001544,243.81174
657,3001545,3794.8152
658,3001546,238.1203
659,3001547,178.9096
660,3001548,194.6475
661,3001549,193.41208
662,3001550,230.48901
663,3001551,3018.9482
664,3001552,192.78455
665,3001553,742.5364
666,3001554,194.6475
667,3001555,1233.6978
668,3001556,1008.0564
669,3001557,536.29785
670,3001558,318.42578
671,3001559,276.5327
672,3001560,4033.6711
673,3001561,197.57579
674,3001562,195.2678
675,3001563,261.97076
676,3001564,195.53935
677,3001565,195.0054
678,3001566,535.5437
679,3001567,194.6475
680,3001568,292.6363
681,3001569,314.60028
682,3001570,283.77145
683,3001571,194.6475
684,3001572,386.97833
685,3001573,558.01904
686,3001574,194.0245
687,3001575,194.6475
688,3001576,333.30988
689,3001577,238.67276
690,3001578,2996.4368
691,3001579,269.84204
692,3001580,194.6475
693,3001581,151.21362
694,3001582,149.97818
695,3001583,185.27525
696,3001584,2707.8328
697,3001585,149.35065
698,3001586,602.75006
699,3001587,151.21362
700,3001588,1041.6757
701,3001589,905.04663
702,3001590,371.98895
703,3001591,273.2121
704,3001592,229.27914
705,3001593,3746.0754
706,3001594,158.29878
707,3001595,151.83392
708,3001596,216.75702
709,3001597,150.32558
710,3001598,151.5715
711,3001599,359.766
712,3001600,151.21362
713,3001601,247.42258
714,3001602,269.3866
715,3001603,238.55775
716,3001604,151.21362
717,3001605,295.8725
718,3001606,418.23267
719,3001607,151.21362
720,3001608,151.21362
721,3001609,289.87604
722,3001610,191.80899
723,3001611,2527.3984
724,3001612,224.62833
725,3001613,151.21362
726,3001614,257.12323
727,3001615,226.56331
728,3001616,355.0974
729,3001617,7419.6943
730,3001618,232.57536
731,3001619,1154.7711
732,3001620,257.12323
733,3001621,2214.3357
734,3001622,2813.9429
735,3001623,860.82666
736,3001624,579.8048
737,3001625,419.22745
738,3001626,8168.307
739,3001627,264.2084
740,3001628,233.18019
741,3001629,315.37683
742,3001630,398.25458
743,3001631,226.39745
744,3001632,634.63513
745,3001633,257.12323
746,3001634,881.67004
747,3001635,500.1096
748,3001636,545.9276
749,3001637,257.12323
750,3001638,777.96387
751,3001639,953.6063
752,3001640,230.29376
753,3001641,257.12323
754,3001642,1191.0325
755,3001643,480.27374
756,3001644,10903.741
757,3001645,471.94345
758,3001646,257.12323
759,3001647,158.08429
760,3001648,156.84885
761,3001649,130.61693
762,3001650,1450.9445
763,3001651,156.22131
764,3001652,285.8198
765,3001653,158.08429
766,3001654,803.3474
767,3001655,487.6363
768,3001656,241.75635
769,3001657,208.92265
770,3001658,156.2432
771,3001659,1761.1259
772,3001660,165.16946
773,3001661,158.70459
774,3001662,143.72107
775,3001663,77.289665
776,3001664,158.44217
777,3001665,213.71292
778,3001666,158.08429
779,3001667,159.39613
780,3001668,196.35068
781,3001669,92.504616
782,3001670,158.08429
783,3001671,295.5302
784,3001672,242.12894
785,3001673,157.46129
786,3001674,158.08429
787,3001675,280.5293
788,3001676,195.01944
789,3001677,3643.7908
790,3001678,96.73886
791,3001679,158.08429
792,3001680,181.78722
793,3001681,180.55179
794,3001682,213.30376
795,3001683,2627.8167
796,3001684,179.92426
797,3001685,630.77856
798,3001686,181.78722
799,3001687,1393.506
800,3001688,931.496
801,3001689,407.27368
802,3001690,348.20712
803,3001691,249.0516
804,3001692,4241.6987
805,3001693,184.7155
806,3001694,182.40752
807,3001695,244.78549
808,3001696,178.3541
809,3001697,182.14511
810,3001698,402.42224
811,3001699,181.78722
812,3001700,275.45108
813,3001701,297.41507
814,3001702,266.5862
815,3001703,181.78722
816,3001704,415.2771
817,3001705,477.52228
818,3001706,181.16422
819,3001707,181.78722
820,3001708,347.8994
821,3001709,217.64307
822,3001710,2867.9004
823,3001711,252.6568
824,3001712,181.78722
825,3001713,154.86598
826,3001714,153.63055
827,3001715,127.39863
828,3001716,1065.3331
829,3001717,153.00302
830,3001718,248.03084
831,3001719,154.86598
832,3001720,676.0475
833,3001721,330.0123
834,3001722,210.6946
835,3001723,228.97916
836,3001724,153.0249
837,3001725,1897.102
838,3001726,161.95116
839,3001727,155.48628
840,3001728,140.50275
841,3001729,74.07137
842,3001730,155.22388
843,3001731,176.4521
844,3001732,154.86598
845,3001733,128.33432
846,3001734,175.93608
847,3001735,61.442825
848,3001736,154.86598
849,3001737,277.85123
850,3001738,211.06714
851,3001739,154.24298
852,3001740,154.86598
853,3001741,277.31097
854,3001742,190.94159
855,3001743,3325.8564
856,3001744,65.677055
857,3001745,154.86598
858,3001746,181.69225
859,3001747,180.4568
860,3001748,191.00298
861,3001749,1797.6888
862,3001750,179.82927
863,3001751,407.72687
864,3001752,181.69225
865,3001753,1185.2098
866,3001754,535.3623
867,3001755,342.4961
868,3001756,316.27527
869,3001757,208.37321
870,3001758,3094.234
871,3001759,184.62051
872,3001760,182.31255
873,3001761,204.10713
874,3001762,137.67569
875,3001763,182.05013
876,3001764,308.2077
877,3001765,181.69225
878,3001766,252.87952
879,3001767,256.7367
880,3001768,185.98798
881,3001769,181.69225
882,3001770,360.29724
883,3001771,335.38693
884,3001772,181.06924
885,3001773,181.69225
886,3001774,304.13724
887,3001775,176.96468
888,3001776,4137.844
889,3001777,190.22218
890,3001778,181.69225
891,3001779,170.31381
892,3001780,169.07838
893,3001781,199.76323
894,3001782,2731.1636
895,3001783,168.45084
896,3001784,599.6885
897,3001785,170.31381
898,3001786,1167.7462
899,3001787,754.20056
900,3001788,386.4768
901,3001789,277.97522
902,3001790,243.76712
903,3001791,4129.849
904,3001792,177.39899
905,3001793,170.93411
906,3001794,231.24498
907,3001795,164.81354
908,3001796,170.6717
909,3001797,367.7008
910,3001798,170.31381
911,3001799,261.91052
912,3001800,266.67822
913,3001801,253.04567
914,3001802,170.31381
915,3001803,335.10364
916,3001804,463.65112
917,3001805,169.69081
918,3001806,170.31381
919,3001807,308.97626
920,3001808,206.29697
921,3001809,4757.5264
922,3001810,239.11627
923,3001811,170.31381
924,3001812,158.02469
925,3001813,156.78926
926,3001814,131.79083
927,3001815,1465.2961
928,3001816,156.16171
929,3001817,258.0913
930,3001818,158.02469
931,3001819,674.35583
932,3001820,349.7476
933,3001821,213.8533
934,3001822,310.12738
935,3001823,156.18361
936,3001824,1777.0961
937,3001825,165.10986
938,3001826,158.64499
939,3001827,143.66147
940,3001828,77.23008
941,3001829,158.38258
942,3001830,181.89502
943,3001831,158.02469
944,3001832,131.49304
945,3001833,179.0948
946,3001834,64.601524
947,3001835,158.02469
948,3001836,295.47064
949,3001837,214.22586
950,3001838,157.40169
951,3001839,158.02469
952,3001840,280.4697
953,3001841,200.16003
954,3001842,2902.2197
955,3001843,106.14169
956,3001844,158.02469
957,3001845,163.8183
958,3001846,162.58287
959,3001847,197.87994
960,3001848,2951.399
961,3001849,161.95534
962,3001850,615.35474
963,3001851,163.8183
964,3001852,1162.9285
965,3001853,999.42786
966,3001854,384.5936
967,3001855,285.81677
968,3001856,241.88385
969,3001857,3881.2537
970,3001858,170.90347
971,3001859,164.4386
972,3001860,229.3617
973,3001861,162.93027
974,3001862,164.1762
975,3001863,430.39725
976,3001864,163.8183
977,3001865,260.02725
978,3001866,264.79498
979,3001867,251.16241
980,3001868,163.8183
981,3001869,356.14917
982,3001870,430.83734
983,3001871,163.1953
984,3001872,163.8183
985,3001873,302.48074
986,3001874,213.04375
987,3001875,2617.196
988,3001876,237.233
989,3001877,163.8183
990,3001878,198.78687
991,3001879,197.55142
992,3001880,223.33517
993,3001881,2605.634
994,3001882,196.92389
995,3001883,654.83936
996,3001884,198.78687
997,3001885,1149.4501
998,3001886,1106.7246
999,3001887,345.30316
1000,3001888,309.3177
1001,3001889,300.52826
1002,3001890,3954.669
1003,3001891,205.87204
1004,3001892,199.40717
1005,3001893,254.8169
1006,3001894,188.3855
1007,3001895,199.14474
1008,3001896,396.4605
1009,3001897,198.78687
1010,3001898,343.5091
1011,3001899,290.25015
1012,3001900,276.6176
1013,3001901,198.78687
1014,3001902,392.46344
1015,3001903,452.43323
1016,3001904,197.25723
1017,3001905,198.78687
1018,3001906,397.1317
1019,3001907,270.98523
1020,3001908,4405.285
1021,3001909,257.71198
1022,3001910,198.78687
1023,3001911,185.59074
1024,3001912,184.3553
1025,3001913,212.21313
1026,3001914,2478.2366
1027,3001915,183.72777
1028,3001916,673.4824
1029,3001917,185.59074
1030,3001918,1030.9066
1031,3001919,1006.37134
1032,3001920,342.70465
1033,3001921,283.6604
1034,3001922,285.29828
1035,3001923,3763.3071
1036,3001924,192.6759
1037,3001925,186.21103
1038,3001926,243.69485
1039,3001927,177.26346
1040,3001928,185.94862
1041,3001929,415.07422
1042,3001930,185.59074
1043,3001931,281.7632
1044,3001932,279.1281
1045,3001933,272.21832
1046,3001934,185.59074
1047,3001935,377.71375
1048,3001936,428.9819
1049,3001937,184.96774
1050,3001938,214.472
1051,3001939,363.43622
1052,3001940,258.6663
1053,3001941,3880.543
1054,3001942,200.94234
1055,3001943,185.59074
1056,3001944,184.26816
1057,3001945,183.03273
1058,3001946,220.47533
1059,3001947,2976.5715
1060,3001948,182.4052
1061,3001949,805.0171
1062,3001950,184.26816
1063,3001951,1452.3784
1064,3001952,837.7731
1065,3001953,386.4851
1066,3001954,476.86185
1067,3001955,258.28607
1068,3001956,4802.2246
1069,3001957,191.35333
1070,3001958,184.88846
1071,3001959,251.95706
1072,3001960,185.52567
1073,3001961,184.62605
1074,3001962,477.92303
1075,3001963,184.26816
1076,3001964,282.62262
1077,3001965,287.39032
1078,3001966,294.4564
1079,3001967,184.26816
1080,3001968,349.058
1081,3001969,484.02167
1082,3001970,182.73853
1083,3001971,184.26816
1084,3001972,355.07098
1085,3001973,233.4936
1086,3001974,2672.6892
1087,3001975,259.82834
1088,3001976,184.26816
1089,3001977,164.74725
1090,3001978,163.51183
1091,3001979,178.68375
1092,3001980,2587.1702
1093,3001981,162.8843
1094,3001982,543.7811
1095,3001983,164.74725
1096,3001984,868.8539
1097,3001985,1033.1536
1098,3001986,199.7695
1099,3001987,299.30917
1100,3001988,265.74182
1101,3001989,3549.167
1102,3001990,171.83243
1103,3001991,165.36755
1104,3001992,155.21132
1105,3001993,161.69463
1106,3001994,165.10515
1107,3001995,322.4914
1108,3001996,164.74725
1109,3001997,195.60526
1110,3001998,260.78265
1111,3001999,214.97537
1112,3002000,164.74725
1113,3002001,557.369
1114,3002002,264.4363
1115,3002003,164.12425
1116,3002004,164.74725
1117,3002005,624.7279
1118,3002006,275.59122
1119,3002007,3541.6475
1120,3002008,201.04594
1121,3002009,164.74725
1122,3002010,186.30699
1123,3002011,185.07156
1124,3002012,274.74878
1125,3002013,3750.2197
1126,3002014,184.44402
1127,3002015,577.445
1128,3002016,186.30699
1129,3002017,1855.1565
1130,3002018,975.4436
1131,3002019,468.84198
1132,3002020,346.28973
1133,3002021,290.23938
1134,3002022,5576.7153
1135,3002023,190.02122
1136,3002024,186.92729
1137,3002025,287.85284
1138,3002026,221.42151
1139,3002027,186.66489
1140,3002028,486.54007
1141,3002029,186.30699
1142,3002030,420.90924
1143,3002031,340.48248
1144,3002032,354.01776
1145,3002033,186.30699
1146,3002034,319.7502
1147,3002035,541.833
1148,3002036,185.68399
1149,3002037,186.30699
1150,3002038,308.75198
1151,3002039,224.4396
1152,3002040,2257.1128
1153,3002041,355.4289
1154,3002042,186.30699
1155,3002043,163.094
1156,3002044,161.85855
1157,3002045,182.95168
1158,3002046,2320.7463
1159,3002047,161.23102
1160,3002048,611.68896
1161,3002049,163.094
1162,3002050,1035.0706
1163,3002051,944.8386
1164,3002052,327.8599
1165,3002053,263.33112
1166,3002054,262.31223
1167,3002055,3632.852
1168,3002056,170.17915
1169,3002057,163.71428
1170,3002058,214.43343
1171,3002059,145.23508
1172,3002060,163.45187
1173,3002061,357.2249
1174,3002062,163.094
1175,3002063,300.35867
1176,3002064,249.86667
1177,3002065,233.46721
1178,3002066,163.094
1179,3002067,356.77057
1180,3002068,420.8675
1181,3002069,162.471
1182,3002070,191.97523
1183,3002071,337.72815
1184,3002072,227.99612
1185,3002073,3434.9973
1186,3002074,219.5378
1187,3002075,163.094
1188,3002076,142.95592
1189,3002077,141.72049
1190,3002078,176.10878
1191,3002079,2541.44
1192,3002080,141.09296
1193,3002081,607.613
1194,3002082,142.95592
1195,3002083,809.15393
1196,3002084,940.7626
1197,3002085,298.07687
1198,3002086,252.17169
1199,3002087,253.30194
1200,3002088,3279.4604
1201,3002089,150.04109
1202,3002090,143.57622
1203,3002091,207.59055
1204,3002092,154.94914
1205,3002093,143.31381
1206,3002094,353.14893
1207,3002095,142.95592
1208,3002096,296.28278
1209,3002097,243.02382
1210,3002098,229.39127
1211,3002099,142.95592
1212,3002100,336.6325
1213,3002101,398.2395
1214,3002102,140.11984
1215,3002103,142.95592
1216,3002104,341.30078
1217,3002105,207.85806
1218,3002106,3436.013
1219,3002107,215.46185
1220,3002108,142.95592
1221,3002109,169.26102
1222,3002110,168.02557
1223,3002111,203.32266
1224,3002112,3540.2578
1225,3002113,167.39804
1226,3002114,573.42664
1227,3002115,169.26102
1228,3002116,1225.9878
1229,3002117,1004.8705
1230,3002118,399.19727
1231,3002119,291.2595
1232,3002120,247.32655
1233,3002121,3679.2617
1234,3002122,176.34618
1235,3002123,169.88132
1236,3002124,234.80441
1237,3002125,168.37299
1238,3002126,169.6189
1239,3002127,384.79712
